name,price,Aturan Pakai,Dosis,Efek Samping,Golongan Produk,Indikasi Umum,Kemasan,Komposisi,Kontra Indikasi,Manufaktur,No. Registrasi,Perhatian,uses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sildenafil Citrate 50 mg 4 Tablet,Rp96.500 - Rp168.500,Dikonsumsi satu jam sebelum melakukan aktivitas seksual,,,,,,,,,,,, aritmia yang mengancam nyawa dalam 6 bulan terakhir. Hipertensi (TD>170/110) atau hipotensi (TD<90/50) saat istirahat. Riwayat gangguan;SILDENAFIL CITRATE merupakan obat yang digunakan untuk mengobati gangguan fungsi seksual pada pria, yaitu disfungsi ereksi Obat ini bekerja dengan cara meningkatkan aliran darah ke alat kelamin pria sehingga dapat mempertahankan ereksi saat berhubungan seksual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Viagra 50 mg 1 Tablet,Rp156.800 - Rp164.900,Dikonsumsi satu jam sebelum melakukan aktivitas seksual,,,,,,,,,,,, yaitu disfungsi ereksi Obat ini bekerja dengan cara meningkatkan aliran darah ke alat kelamin pria sehingga dapat mempertahankan ereksi saat berhubungan seksual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ericfil Tablet 100 mg,Rp77.100 - Rp104.000,Dikonsumsi satu jam sebelum melakukan aktivitas seksual,,,,,,,,,,,, 1 Strip @ 4 Tablet salut selaput;Sildenafil citrate 100 mg;Pasien yang menggunakan nitrat organik, baik secara teratur dan atau kadang-kadang. Hipersensitifitas.;Novell Pharmaceutical Laboratories;BPOM: DKL1333528917A1;HARUS DENGAN RESEP DOKTER. Pria yang tidak dianjurkan melakukan hubungan kelamin dikarenakan keadaan jantung dan pembuluh darah mereka. Pasien yang menderita infarksi miokardial, stroke, aritmia yang mengancam kehidupan dalam waktu 6 bulan. Pasien dengan hipotensi pada saat beristirahat (tekanan darah kurang dari 90/50) atau hipertensi (tekanan darah lebih dari 170/110). Penyakit gagal jantung atau arteri koroner menyebabkan angina tidak stabil. Retinitis pigmentosa.;ERICFIL merupakan obat yang digunakan untuk mengobati disfungsi ereksi Ericfil mengandung Sildenafil citrate adalah inhibitor selektif dari siklik guanosin monofosfat (cGMP) -spesifik phosphodiesterase tipe 5 (PDE5) Obat ini menghambat fosfodiesterase tipe-5 (PDE-5) yang bertanggung jawab pada proses degradasi siklik guanosin monofosfat (cGMP) di corpus cavernosum Penghambatan PDE-5 meningkatkan cGMP yang menghasilkan relaksasi sel otot polos pembuluh darah paru Sildenafil citrate cepat diserap setelah pemberian oral, dengan bioavailabilitas absolut sekitar 41% Obat ini dimetabolisme di hati (terutama oleh enzim sitokrom P-450 3A4) dan diubah menjadi metabolit aktif dengan sifat yang mirip dengan Sildenafil citrate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cialis Tablet 10 mg,Rp197.300 - Rp203.500,Diberikan sebelum atau setelah makan,PENGGUNAAN OBAT INI HARUS SESUAI DENGAN PETUNJUK DOKTER. Disfungsi ereksi: 1 kali per hari,,,,,,,,,,, nitrat organik, atau nitrit organik dalam bentuk sediaan apapun: pria yang tidak dianjurkan untuk melakukan hubungan seks akibat penyakit KV tidak stabil yang dideritanya;;;;CIALIS 10 MG merupakan obat dengan kandungan Tadalafil Tadalafil digunakan untuk mengobati disfungsi ereksi dan dapat juga digunakan untuk mengobati penderita pembesaran prostat jinak (BPH), hipertensi pulmonal atau tekanan tinggi pada pembuluh darah arteri paru-paru Obat ini bekerja dengan cara melemaskan otot pembuluh darah dan meningkatkan aliran darah ke area tertentu dari tubuh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ericfil 50 mg Odf,Rp36.500 - Rp44.400,Cara penggunaan Ericfil ODF: 1. Buka kemasan dari bagian atas. 2. Tarik kemasan secara perlahan. 3. Letakan ODF di atas lidah dan biarkan larut,,,,,,,,,,,, hipotensi (tekanan darah <90/50 mmHg), riwayat stroke atau infark miokard, dan kelainan retina degeneratif herediter misalnya: retinitis pigmentosa.;Novell Pharmaceutical Laboratories;BPOM: DKL2233554519A1;Hati-hati penggunaan obat in pada pasien dengan riwayat gangguan kardiovaskular, pasien hipotensi akibat nitrate, pasien dengan riwayat stroke.;ERICFIL 50 MG ODF merupakan obat yang digunakan untuk mengobati gangguan fungsi seksual pada pria (disfungsi ereksi) Obat ini mengandung Sildenafil Citrate, yaitu suatu zat yang termasuk ke dalam golongan PDE-5 Inhibitor yang bekerja dengan cara meningkatkan aliran darah ke alat kelamin pria sehingga dapat mempertahankan ereksi saat berhubungan seksual Ericfil memiliki bentuk sediaan Oral Dissolving Film (ODF) Bentuk sediaan ODF ini, memiliki bentuk yang tipis dan fleksibel, sehingga memudahkan dalam penyimpanan dan nyaman digunakan oleh pasien yang mengalami kesulitan menelan tablet Selain itu, bentuk sediaan ODF mudah untuk menempel pada rongga mulut, cepat terdisolusi (larut) tanpa menggunakan air, dan rapid release,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sildenafil Citrate 100 mg 4 Tablet,Rp124.400 - Rp248.700,Dikonsumsi satu jam sebelum melakukan aktivitas seksual,,,,,,,,,,,, aritmia yang mengancam nyawa dalam 6 bulan terakhir. Hipertensi (TD>170/110) atau hipotensi (TD<90/50) saat istirahat. Riwayat gangguan;SILDENAFIL CITRATE merupakan obat yang digunakan untuk mengobati gangguan fungsi seksual pada pria, yaitu disfungsi ereksi Obat ini bekerja dengan cara meningkatkan aliran darah ke alat kelamin pria sehingga dapat mempertahankan ereksi saat berhubungan seksual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cialis 5 mg 14 Tablet,Rp697.000 - Rp716.000,Diberikan sebelum atau setelah makan,PENGGUNAAN OBAT INI HARUS SESUAI DENGAN PETUNJUK DOKTER. Disfungsi ereksi: 1 kali per hari,,,,,,,,,,, tekanan intraokular, reaksi hipersensitif. Reaksi hipersensitif (termasuk ruam), priapisme, mata merah nyeri.;Obat Keras (Merah);INFORMASI OBAT INI HANYA UNTUK KALANGAN MEDIS. Pengobatan ketidakmampuan mencapai atau mempertahankan ereksi dengan baik untuk berhubungan seksual (disfungsi ereksi) pada pria dewasa, mengobati penderita pembesaran prostat jinak (BPH) dan hipertensi pulmonal atau tekanan tinggi pada pembuluh darah arteri paru-paru.;Dus, 2 Blister @ 14 Tablet Salut;Tadalafil 5 mg;Dikontraindikasikan pada terapi dengan nitrat;;;;CIALIS 5 MG merupakan obat dengan kandungan Tadalafil Tadalafil digunakan untuk mengobati disfungsi ereksi dan dapat juga digunakan untuk mengobati penderita pembesaran prostat jinak (BPH), hipertensi pulmonal atau tekanan tinggi pada pembuluh darah arteri paru-paru Obat ini bekerja dengan cara melemaskan otot pembuluh darah dan meningkatkan aliran darah ke area tertentu dari tubuh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rozgra 50 mg Tablet,Rp69.500,Dikonsumsi satu jam sebelum melakukan aktivitas seksual,,,,,,,,,,,, memiliki riwayat stroke atau sedang menderita infark miokard, pasien yang memiliki gangguan retina degenarif herediter, pasien dengan hipotensi, penderita kerusakan hati berat, hipertensi, pasien dengan gangguan paru-paru dan diabetes.;Pharos;BPOM: DKL1121635217A1;HARUS DENGAN RESEP DOKTER.;ROZGRA 50 MG TABLET mengandung Sildenafil citrate, golongan inhibitor selektif (cGMP) Obat ini digunakan untuk mengatasi masalah disfungsi ereksi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Viagra 100 mg 1 Tablet,Rp196.100 - Rp237.900,Dikonsumsi satu jam sebelum melakukan aktivitas seksual,,,,,,,,,,,, yaitu disfungsi ereksi Obat ini bekerja dengan cara meningkatkan aliran darah ke alat kelamin pria sehingga dapat mempertahankan ereksi saat berhubungan seksual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cialis Tablet 20 mg,Rp245.800 - Rp252.500,Diberikan sebelum atau setelah makan,PENGGUNAAN OBAT INI HARUS SESUAI DENGAN PETUNJUK DOKTER. Disfungsi ereksi: 1 kali per hari,,,,,,,,,,, gangguan fungsi jantung, infark miokard akut, stroke, aritmia, angina tidak stabil, gangguan fungsi ginjal, penggunaan bersamaan dengan obat golongan nitrat, NOS, dan guanylate cyclase stimulator.;Pyridam Farma;BPOM: DKI1973401817D1;HARUS DENGAN RESEP DOKTER. Konsultasikan pada dokter anda apabila memiliki kondisi sebagai berikut: Retinitis pigmentosa, Aortic stenosis, Hyperthrophic obstructive cardiomyopathy, deformasi penis, anemia bulan sabit, Myeloma multiple, leukemia, gangguan perdarahan, tukak lambung, gangguan ginjal dan hati, kehamilan dan menyusui.;CIALIS 20 MG merupakan obat dengan kandungan Tadalafil Tadalafil digunakan untuk mengobati disfungsi ereksi dan dapat juga digunakan untuk mengobati penderita pembesaran prostat jinak (BPH), hipertensi pulmonal atau tekanan tinggi pada pembuluh darah arteri paru-paru Obat ini bekerja dengan cara melemaskan otot pembuluh darah dan meningkatkan aliran darah ke area tertentu dari tubuh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Farmacrol Forte Suspensi 200 ml,Rp72.500 - Rp91.600,Saat perut kosong atau sebelum makan,Dewasa : 3-4 x sehari 1 sendok takar 5 cc Anak : 3-4 x sehari 0.5 sendok takar 5 cc,Diare,,,,,,,,,, dispepsia, hiatus hernia, tukak lambung dan tukak usus duabelas jari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gastrinal HD Suspensi 120 ml,Rp34.400,Diminum 1 jam sebelum makan atau 2 jam sesudah makan dan menjelang tidur.,Dewasa : 1-2 sendok takar (5-10 ml),,,,,,,,,,, 1 Botol @ 120 ml;Hydrotalcite, Magnesium hydroxide, Simethicone;Jangan diberikan pada penderita gangguan fungsi ginjal yang berat karena dapat menimbulkan hipermagnesia (kadar magnesium dalam darah meningkat);Meprofarm;BPOM: DBL1715625433A1;Kocok dahulu sebelum digunakan. Tidak dianjurkan digunakan terus menerus lebih dari 2 minggu, kecuali atas petunjuk dokter karena dapat menimbulkan ketergantungan fungsi lambung. Bila sedang menggunakan obat tukak lambung lain seperti cimetidine atau antibiotika tetracycline, harap diberikan dengan selang waktu 2 jam. Tidak dianjurkan pemberian pada anak-anak di bawah usia 6 tahun, kecuali atas petunjuk dokter, karena biasanya kurang jelas penyebab gangguan penyakitnya. Hati0hati pemberian pada diet fosfor rendag dan pemakaian lama, karena dapat mengurangi kadar fosfor dalam darah.;GASTRINAL HD SUSPENSI merupakan obat dengan kandungan Hydrotalcite, Magnesium hydroxide, dan Simethicone Obat ini digunakan untuk meringankan gejala-gejala yang berhubungan dengan kelebihan asam lambung, gastritis, tukak lambung, tukak usus 12 jari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gastrucid 10 Tablet,Rp4.300 - Rp6.400,1 jam sesudah makan dan sebelum tidur malam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gastrucid Sirup 60 ml,Rp9.000 - Rp13.900,Diminum 1 jam sebelum makan atau 2 jam setelah makan dan menjelang tidur.,Dewasa: 3-4 kali sehari 1-2 sendok takar (5-10 ml) Anak-anak 6-12 tahun: 3-4 kali sehari 1/2-1 sendok takar (2.5-5 ml),Konstipasi,,,,,,,,,, kembung, dan perasaan penuh pada lambung.;Dus, Botol plastik @ 60 ml;Tiap sendok takar (5 ml) mengandung: Aluminium Hydroxide gel kering setara dengan: Aluminium Hydroxide 325 mg Magnesium Hydroxide 325 mg Simethicone 50 mg;Pasien yang memiliki riwayat alergi terhadap salah satu komponen obat.;Nufarindo;BPOM: DBL8718203333A1;Pada penderita gangguan fungsi ginjal, pemberian antasida yang mengandung magnesium dapat menimbulkan hipermagnesemia.Tidak dianjurkan digunakan terus menerus lebih dari 2 minggu, kecuali atas petunjuk dokter karena dapat menimbulkan ketergantungan fungsi lambung. Pemberian antasida dapat mengganggu absorpsi tetrasiklin dan simetidine, sehingga jika digunakan bersama harus diminum dengan selang waktu 2 jam. Tidak dianjurkan untuk anak-anak dibawah 6 tahun, karena biasanya kurang jelas penyebabnya. Hati-hati pemberian pada penderita diet fosfor rendah dan pemakaian lama, karena dapat mengurangi kadar fosfor dalam darah.;GASTRUCID merupakan obat dengan kandungan Alumunium Hydroxide, Magnesium Hydroxide, dan Simethicone Obat ini digunakan untuk mengurangi gejala yang berhubungan dengan kelebihan asam lambung, gastritis, tukak lambung, dan tukak usus dua belas jari seperti mual, nyeri lambung, nyeri ulu hati, kembung, dan perasaan penuh pada lambung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hufamag Plus 10 Tablet,Rp5.100 - Rp6.200,Setelah makan,3 kali sehari 1-2 tablet,Diare,,,,,,,,,, maag, dispepsia, hiatus hernia, tukak lambung dan tukak usus duabelas jari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lasgan 30 mg 10 Kapsul,Rp138.800 - Rp222.000,Sebaiknya diberikan pada saat perut kosong : Berikan sblm makan.,PENGGUNAAN OBAT INI HARUS SESUAI DENGAN PETUNJUK DOKTER. Esofagitis refluks Dewasa: Pengobatan: 30 mg 1 kali sehari,,,,,,,,,,, nefritis interstisial, diare terkait Clostridium difficile, infeksi saluran cerna (misalnya Salmonella, Campylobacter), defisiensi vitamin B12 (terapi jangka panjang). Gangguan sistem darah dan limfatik: Trombositopenia, leukopenia, eosinofilia. Gangguan mata: Gangguan penglihatan. Gangguan gastrointestinal: Diare, sakit perut, sembelit, mual, dispepsia, perut kembung, mulut atau tenggorokan kering. Jarang, kolitis, stomatitis. Gangguan umum dan kondisi situs admin: Kelelahan, nyeri dan reaksi situs inj (IV). Gangguan hepatobilier: Peningkatan enzim hati. Gangguan sistem kekebalan: Urtikaria. Gangguan metabolisme dan nutrisi: Edema perifer. Gangguan muskuloskeletal dan jaringan ikat: Artralgia, mialgia. Gangguan sistem saraf: Sakit kepala, pusing, vertigo, mengantuk, parestesia. Gangguan kejiwaan: Depresi, insomnia, kebingungan. Gangguan sistem reproduksi dan payudara: Ginekomastia. Gangguan kulit dan jaringan subkutan: Ruam, pruritus, eksim.;Obat Keras (Merah);INFORMASI OBAT INI HANYA UNTUK KALANGAN MEDIS. Pengobatan tukak duodenum dan tukak lambung ringan, tukak peptik, refluks esofagitis, sindrom zollinger-ellison dan eradikasi H.pylori.;Dus, 2 Strip @ 10 Kapsul;Lansoprazole 30 mg;Penderita yang hipersensitif terhadap lansoprazole, serta pasien yang sedang mengkonsumsi rilpivirine dan atazanavir.;Lapi Laboratories;BPOM: DKL0113310503A1;HARUS DENGAN RESEP DOKTER. Pasien dengan keganasan lambung, faktor risiko berkurangnya penyerapan vitamin B12 atau berkurangnya simpanan tubuh;LASGAN 30 MG mengandung zat aktif Lansoprazole Lansoprazole merupakan obat golongan proton pump inhibitor yang digunakan untuk mengatasi gejala tukak duodenum dan tukak lambung ringan, tukak peptik, refluks esofagitis, sindrom zollinger-ellison dan eradikasi H pylori,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laz 30 mg 4 Kapsul,Rp73.900 - Rp81.200,Pagi hari sebelum makan,PENGGUNAAN OBAT INI HARUS SESUAI DENGAN PETUNJUK DOKTER. Esofagitis refluks Dewasa: Pengobatan: 30 mg 1 kali sehari,,,,,,,,,,, konstipasi, distensi abdomen, mengantuk, isomnia, demam, urtikaria dan pruritus, Jarang, enzim hati. dan kelainan hematologi;Obat Keras (Merah);INFORMASI OBAT INI HANYA UNTUK KALANGAN MEDIS. Pengobatan ulkus duodenum, tukak lambung, dan refluks esofagitis;Dus, 5 Strip @ 4 Kapsul;Lansoprazole 30 mg;Hipersensitif;Dexa Medica;BPOM: DKL9705023403A1;HARUS DENGAN RESEP DOKTER. Gangguan hati, lanjut usia, anak. Hamil dan laktasi Kategori Kehamilan : B;LAZ 30 MG KAPSUL mengandung zat aktif lansoprazole di mana obat ini digolongkan sebagai penghambat pompa proton/proton pump inhibitor Lansoprazole berfungsi sebagai obat untuk penyakit-penyakit yang disebabkan oleh kelebihan produksi asam lambung Obat ini menekan sekresi asam lambung dengan cara menghambat secara spesifik dan irreversibel sistem pompa asam dalam mukosa lambung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lipepsa Suspensi 500 mg/5 ml 100 ml,Rp18.600 - Rp21.600,Dikonsumsi saat perut kosong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magalat Sirup 100 ml,Rp31.400 - Rp44.000,Diberikan diantara waktu makan dan menjelang tidur malam,1-2 tablet atau 1-2 sendok takar 3-4 kali/hari,Gangguan fungsi usus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magtral Forte Sirup 120 ml,Rp56.900 - Rp62.600,Diminum 1 jam sebelum makan atau 2 jam setelah makan,Dewasa : 1-2 sendok takar (5-10 ml),,,,,,,,,,, Simethicone 80 mg;Para penderita gangguan fungsi ginjal yang berat.;Otto Pharmaceutical Industries;BPOM: DBL8918805733B1;Insufisiensi renal, diet rendah fosfat, terapi jangka panjang.;MAGTRAL FORTE merupakan obat dengan kandungan Al(OH)3, Mg(OH)2 dan simethicone dalam bentuk sirup Obat ini digunakan untuk mengurangi gejala-gejala yang berhubungan dengan kelebihan asam lambung, gastritis, tukak lambung, tukak usus dua belas jari, dengan gejala seperti mual, nyeri lambung, nyeri ulu hati, kembung dan perasaan penuh pada lambung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neciblok Suspensi 100 ml,Rp101.200 - Rp111.800,Saat perut kosong : 1 jam sebelum makan atau 2 jam setelah makan,PENGGUNAAN OBAT INI HARUS SESUAI DENGAN PETUNJUK DOKTER. Dewasa : 4 x sehari 2 sendok takar 5cc selama 4-8 minggu,Diare,,,,,,,,,, laktasi Kategori Kehamilan : B;NECIBLOK SUSPENSI merupakan obat dengan kandungan Sucralfate dalam bentuk sirup Obat ini digunakan untuk pengobatan jangka pendek pada duodenal ulcer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nucral Suspensi 500 mg/ 5 ml 100 ml,Rp52.700 - Rp76.200,Sebelum makan,PENGGUNAAN OBAT INI HARUS SESUAI DENGAN PETUNJUK DOKTER. 4 kali sehari 2 sendok takar 5ml selama 4-8 minggu,Gangguan GI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pantopump 40 mg 7 Kaplet,Rp204.900 - Rp228.500,Telan utuh dengan air 1 jam sebelum sarapan. Jangan dikunyah atau dihancurkan. Dalam terapi kombinasi untuk pengatasan H.pylori,,,,,,,,,,,, mengantuk, malaise, penglihatan kabur, ruam kulit dan pruritus.;Obat Keras (Merah);INFORMASI OBAT INI HANYA UNTUK KALANGAN MEDIS. Dalam kombinasi dengan 2 antibiotik yang tepat untuk eradikasi H.pylori. Ulkus peptikum. Ulkus duodenum. Ulkus lambung, Inflamasi esofagus (refluks esofagus) sedang dan berat. Sindrom Zollinger-Ellison dan kondisi hipersekresi patologis lainnya.;Dus, 1 Blister @ 7 Kaplet Salut Enterik;Pantoprazole 40 mg;Hipersensitivitas;Interbat;BPOM: DKL1617627207A1;HARUS DENGAN RESEP DOKTER. Tidak untuk keluhan gastrointestinal (lambung dan usus) yang ringan seperti dispepsia karena kecemasan. Kategori Kehamilan : Kategori B: Mungkin dapat digunakan oleh wanita hamil. Penelitian pada hewan uji tidak memperlihatkan ada nya risiko terhadap janin, namun belum ada bukti penelitian langsung terhadap wanita hamil. Penghambat pompa proton sebaiknya digunakan dengan hati-hati pada pasien dengan penyakit hati. Penghambat pompa proton dapat menutupi gejala kanker lambung, perhatian khusus perlu diberikan pada orang-orang yang menunjukkan gejala-gejala yang membahayakan (turunnya berat badan yang signifikan, muntah yang berulang, disfagia, hematemesis atau melena).;PANTOPUMP merupakan obat yang mengandung Pantoprazole Pantoprazole termasuk golongan penghambat pompa proton/proton pump inhibitors (PPI) Obat ini gunakan untuk ulkus duodenum, ulkus lambung, refluks esofagus (sedang dan berat), dan Sindrom Zollinger-Ellison Pantoprazole bekerja dengan menghambat sistem enzim adenosin trifosfatase hidrogen-kalium (pompa proton) dari sel parietal lambung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pantozol 20 mg 7 Tablet,Rp149.200 - Rp172.100,Tablet tidak boleh dikunyah atau dihancurkan dan harus ditelan utuh dengan air putih,,,,,,,,,,,, mialgia. Gangguan sistem saraf: sakit kepala, pusing, gangguan penglihatan (penglihatan kabur). Gangguan psikiatri: depresi mental Gangguan kulit dan subkutan: reaksi alergi (seperti pruritus dan ruam kulit), urtikaria, angioderma, reaksi kulit yang parah seperti sindrom Stevens Johnsons, eritema multiforme, sindrom Lyell, fotosensitivitas.;Obat Keras (Merah);INFORMASI OBAT INI HANYA UNTUK KALANGAN MEDIS. Untuk meredakan gejala gastroesophageal reflux disease (GERD) atau nonerosive reflux disease (NERD). Untuk penanganan jangka panjang reflux esophagitis sedang dan berat.;Dus, 1 Blister @ 7 Tablet Salut Enterik;Pantoprazole 20 mg;Hipersensitivitas terhadap pantoprazole atau salah satu kandungannya atau substitusi benzimidazole lainnya.;Takeda;BPOM: DKI1553300715A1;HARUS DENGAN RESEP DOKTER. Pasien dengan keganasan lambung, faktor risiko penurunan penyerapan vitamin B12 atau berisiko osteoporosis. Gangguan hati. Kehamilan dan laktasi. Metabolisme buruk CYP2C19.;PANTOZOL 20 MG TABLET adalah obat golongan Proton Pump Inibitor (PPI) yang digunakan untuk meredakan gejala meningkatnya asam lambung seperti sakit maag dan gejala refluks asam lambung Pantoprazole bekerja dengan cara menghambat sel-sel di lapisan lambung untuk menghasilkan asam lambung, sehingga produksi asam lambung berkurang Dengan berkurangnya asam lambung, luka (tukak) pada lambung dan erosi pada esofagus dapat dicegah atau dipercepat penyembuhannya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pariet 10 mg 14 Tablet,Rp252.300 - Rp395.200,Ditelan utuh tablet. Tablet jangan dikunyah atau dihancurkan,PENGGUNAAN OBAT INI HARUS SESUAI DENGAN PETUNJUK DOKTER. - Duodenal ulcer/tukak usus halus : 1 x sehari 2 tablet pada pagi hari selama 4-8 minggu. - Gastric ulcer/Tukak Lambung : 1 x sehari 2 tablet pada pagi hari selama 6-12 minggu. - GERD/Reflux Oesophagitis erosif/ulseratif : 1 x sehari 2 tablet selama 4-8 minggu. Pemeliharaan : 1-2 tablet/hari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pepzol Tablet 40 mg,Rp23.600 - Rp24.400,Bersama makanan. Telan utuh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plantacid Sirup 100 ml,Rp13.200 - Rp16.400,Berikan 1 jam sesudah makan dan menjelang tidur malam.,5-10 mL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Polycrol Forte 10 Tablet,Rp7.600 - Rp9.400,Diminum 1 jam setelah makan dan menjelang tidur malam,1-2 tablet kunyah 3 kali sehari,Mual,Obat Bebas (Hijau),Sakit maag,,,,,,,, tukak lambung dan usus duabelas jari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Polycrol Forte Sirup 100 ml,Rp30.000 - Rp39.900,Sebelum makan,1-2 sdt 3 x/hari.,Efek Samping jarang terjadi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Polysilane Max Peppermint 4 Tablet Kunyah,Rp8.200 - Rp8.500,Sebelum makan,Dewasa dan Anak > 12 tahun : 1 tablet kunyah. Maksimal 2 tablet/hari,Diare,,,,,,,,,, hati. Penggunaan terus menerus > 14 hari. Hamil, laktasi;POLYSILANE MAX PEPPERMINT TABLET merupakan obat yang digunakan untuk mengatasi gangguan pada saluran pencernaan seperti gastritis, perut kembung, maag, dispepsia, hiatus hernia, tukak lambung dan usus duabelas jari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Promag Suspensi 7 ml 6 Sachet,Rp14.600 - Rp16.000,Satu jam sebelum atau sesudah makan,,,,,,,,,,,, nyeri lambung, nyeri ulu hati, dan rasa penuh pada lambung;Dus, 6 Sachet @ 7 ml;Setiap sachet (7 ml) mengandung : Hydrotalcite 200 mg;;;;;PROMAG merupakan obat sakit maag yang mengandung Hydrotalcite, Magnesium Hydroxide, dan Simethicone Obat ini diigunakan untuk meringankan gejala sakit maag akibat kelebihan asam lambung seperti perih, mual, kembung, dan nyeri ulu hati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
