name,price,Aturan Pakai,Dosis,Efek Samping,Golongan Produk,Indikasi Umum,Kemasan,Komposisi,Kontra Indikasi,Manufaktur,No. Registrasi,Perhatian,uses
Farmadol 500 mg 10 Tablet,Rp4.400 - Rp5.700,Obat dapat diminum sebelum atau sesudah makan,"Dewasa: 1-2 kaplet, 3-4 kali per hari. Penggunaan maximum 8 kaplet per hari. Anak 7-12 tahun: 0.5 - 1 kaplet, 3-4 kali per hari. Penggunaan maximum 4 kaplet per hari.","Reaksi hematologi, kulit & alergi lainnya. Tdk enak badan, reaksi hipersensitivitas, hipotensi, peningkatan kadar enzim hati, trombositopenia, leukopenia, neutropenia. Lihat Formulir Pemantauan Reaksi Simpang Obat",Obat Bebas (Hijau),"Meredakan sakit kepala, sakit gigi, nyeri otot, menurunkan demam yang menyertai flu & paska vaksinasi","Dus, 10 Strip X 10 Tablet",Paracetamol 500 mg,Parasetamol jangan diberikan kepada penderita hipersensitif/alergi terhadap Paracetamol.Penderita gangguan fungsi hati berat.,Pratapa Nirmala (Fahrenheit),BPOM: DBL8831501304A1,"Pasien dengan gagal ginjal, gangguan fungsi hati","FARMADOL 500 MG TABLET mengandung zat aktif Paracetamol Obat ini digunakan untuk mengatasi demam dan sebagai perda nyeri seperti sakit kepala, sakit gigi dan nyeri ringan lainnya pada bayi dan anak-anak"
Fenaren 50 mg 10 Tablet,Rp3.000 - Rp14.000,Dikonsumsi bersamaan dengan makanan,"PENGGUNAAN OBAT INI HARUS SESUAI DENGAN PETUNJUK DOKTER. Dewasa dan Anak diatas 14 tahun: 25 mg atau 50 mg, 2 sampai 3 kali per hari.","mual, muntah, sembelit, nyeri perut, diare, dispepsia, kembung, perdarahan, nekrosis hati, sakit kuning, hepatitis fulminan dan gagal hati, sindrom folikel ruptur,sindrom Stevens-Johnson, dan nekrolisis epidermal toksik",Obat Keras (Merah),"mengurangi nyeri, gangguan inflamasi, dismenore (nyeri haid), nyeri ringan sampai sedang pasca operasi khususnya ketika pasien juga mengalami peradangan, dapat juga di gunakan untuk mengurangi rasa sakit pada penderita arthritis, rheumatoid arthritis, osteoarthritis, untuk sakit gigi, migrain akut, asam urat dan nyeri karena batu ginjal dan batu empedu","Dus, 10 Strip @ 10 Tablet Salut Enterik",Natrium Diklofenak 50 mg,"riwayat alergi, hamil di trisemester ke tiga",Zenith Pharma,BPOM: DKL9002314615B1,HARUS DENGAN RESEP DOKTER. - sebaiknya di minum sesudah makan - jangan di gunakan untuk pasien yang memiliki riwayat maag - memiliki fungsi hati dan ginjal yang buruk - gagal ginjal Kategori Kehamilan : C,"FENAREN 50 MG 10 TABLET adalah obat yang digunakan sebagai pereda nyeri, mengurangi gangguan inflamasi (radang), dismenore, nyeri ringan sampai sedang pasca operasi khususnya ketika pasien juga mengalami peradangan"
Fendex 25 mg 10 Tablet,Rp76.800 - Rp85.400,"Sebaiknya diberikan pada saat perut kosong: Berikan 30 mnt sblm makan, terutama utk meredakan nyeri akut secara cepat.",PENGGUNAAN OBAT INI HARUS SESUAI DENGAN PETUNJUK DOKTER. Tablet salut selaput Dewasa Dosis lazim: 12.5 mg tiap 4-6 jam atau 25 mg tiap 8 jam. Nyeri pasca operasi 5 mg tiap 8 jam. Dosis total maksimal: 75 mg/hr.,"Sering: Mual, muntah, nyeri pada tempat inj, nyeri perut, diare, dispepsia.",Obat Keras (Merah),"Oral Terapi simtomatik nyeri ringan hingga sedang seperti nyeri muskuloskeletal & nyeri pasca operasi, dismenore, sakit gigi.","Dus, 3 Strip @ 10 Tablet Salut Selaput",Dexketoprofen trometamol 25 mg,hipersensitif,Fahrenheit,BPOM: DKL1331533817A1,"HARUS DENGAN RESEP DOKTER. Riwayat alergi obat, asma bronkial, esofagitis, gastritis & tukak peptik. Hentikan penggunaan obat ini jika terjadi perdarahan atau tukak saluran cerna. Menghambat agregasi platelet & memperpanjang waktu perdarahan. Obat yang mempengaruhi hemostasis, terapi diuretik","FENDEX 25 MG TABLET merupakan obat yang mengandung Dexketoprofen Obat ini digunakan sebagai terapi simptomatik nyeri ringan hingga sedang seperti nyeri muskuloskeletal, nyeri pasca operasi, dismenore, dan sakit gigi"
Grafadon 500 mg 10 Kaplet,Rp5.400 - Rp5.700,Obat dapat diminum sebelum atau sesudah makan,"Dewasa: 1-2 kaplet, 3-4 kali per hari. Penggunaan maximum 8 kaplet per hari. Anak 7-12 tahun: 0.5 - 1 kaplet, 3-4 kali per hari. Penggunaan maximum 4 kaplet per hari.","Reaksi hematologi, reaksi kulit, dan reaksi alergi lainnya, kerusakan hati pada penggunaan jangka lama dan overdosis.",Obat Bebas (Hijau),"Meredakan sakit kepala, sakit gigi, nyeri otot, menurunkan demam yang menyertai flu & paska vaksinasi","Dus, 10 Strip @ 10 Kaplet",Paracetamol 500 mg,Parasetamol jangan diberikan kepada penderita hipersensitif/alergi terhadap Paracetamol.Penderita gangguan fungsi hati berat.,Graha Farma,BPOM: DBL8931101204A1,"Pasien dengan gagal ginjal, gangguan fungsi hati","GRAFADON 500 MG 10 KAPLET mengandung zat aktif Paracetamol Obat ini digunakan untuk mengatasi demam dan sebagai perda nyeri seperti sakit kepala, sakit gigi dan nyeri ringan lainnya"
Grafix Kapsul 500mg,Rp1.000 - Rp2.600,Tablet diminum pada saat makan atau sesudah makan.,"PENGGUNAAN OBAT INI HARUS SESUAI DENGAN PETUNJUK DOKTER. Dewasa dan anak diatas 12 tahun: 1 kaplet, 3 kali per hari","Reaksi hematologi & kulit, gangguan pencernaan, sakit kepala",Obat Keras (Merah),"INFORMASI OBAT INI HANYA UNTUK KALANGAN MEDIS. Meredakan nyeri ringan hingga sedang pada sakit kepala, sakit gigi, nyeri haid primer, nyeri reumatik, nyeri otot, dan nyeri paska operasi","Dus, 5 Strip @ 10 Kaplet",Asam Mefenamat 500 mg,"hipersensitivitas, pasien yang akan atau telah menjalani operasi by-pass jantung, pasien dengan masalah ginjal, hati, asma, urtikaria atau radang/tukak lambung atau usus, pasien yang sedang hamil",Gracia Pharmindo,BPOM: DKL0435300509A1,"Obat Wajib Apotek, Obat ini dapat dibeli dan diserahkan apoteker tanpa resep dengan maksimum 20 Tablet. Pembelian melebihi batas ini WAJIB RESEP DOKTER. Pasien dengan gangguan atau faktor resiko kardiovaskular, riwayat peptic ulser atau perdarahan GI, gangguan hati dan ginjal, ibu hamil dan menyusui.","GRAFIX KAPSUL 500 MG mengandung zat aktif Mefenamic Acid (Asam mefenamat) Asam mefenamat adalah derivat asam antranilat (atau fenamate) yang termasuk NSAID GRAFIX KAPSUL 500 MG berfungsi untuk mengobati nyeri ringan sampai sedang pada sakit gigi dan setelah cabut gigi, sakit kepala, sakit telinga, nyeri otot, nyeri sendi, demam, nyeri pasca operasi, nyeri haid dan kadang-kadang digunakan untuk mencegah migrain"
Infalgin 500 mg 10 Tablet,Rp5.400 - Rp5.600,Sesudah makan,PENGGUNAAN OBAT INI HARUS SESUAI DENGAN PETUNJUK DOKTER. Sehari 1-3 x 1 kaplet,"Gejala kepekaan yang berlebihan yang nampak dalam bentuk kelainan-kelainan kulit, berkurangnya jumlah leukosit (sel darah putih) atau granulositosis (sel darah putih yang memerangi infeksi karena kuman, bakteri). Bila terjadi kelainan pada kulit dan mukosa, pengobatan segera dihentikan.",Obat Keras (Merah),"Analgetik pada neuralgia, dismenore dan nyeri trauma","Dus, 10 Strip @ 10 Kaplet",metamizole 500 mg,"Hipersensitif derivat pirazolon, granulositopenia, hamil trimester 1 dan 6 minggu terakhir, bayi < 3 bulan atau bobotnya < 5 kg tetapi boleh diberikan dengan pengawasan dokter",Graha Farma,BPOM: DKL8931101104A1,"Obat Wajib Apotek, Obat ini dapat dibeli dan diserahkan apoteker tanpa resep dengan maksimum 2 Strip. Pembelian melebihi batas ini WAJIB RESEP DOKTER. Dapat menimbulkan agranulocytosis,anemia aplastik dan trombocytopenia. Hati-hati pada penderita dengan kelainan darah","INFALGIN 500 MG TABLET merupakan obat yang mengandung zat aktif Metampyron Obat ini digunakan untuk mengatasi rasa sakit ringan hingga sedang seperti misalnya sakit kolik abdomen, nyeri haid, sakit kepala, sakit gigi, peradangan atau inflamasi, hingga manajemen nyeri setelah operasi"
Itamol 10 Kaplet,Rp2.500 - Rp8.300,Sebelum atau sesudah makan,Anak-anak 6-12 tahun: 3-4 kali sehari 0.5 kaplet Dewasa: 3-4 kali sehari 1 kaplet Atau menurut petunjuk dokter.,"Pemakaian obat umumnya memiliki efek samping tertentu dan sesuai dengan masing-masing individu. Jika terjadi efek samping yang berlebih dan berbahaya, harap konsultasikan kepada tenaga medis. Efek samping yang mungkin terjadi dalam penggunaan obat adalah : Dosis besar menyebabkan kerusakan hati.",Obat Bebas (Hijau),"Obat ini dapat digunakan untuk menurunkan demam, demam setelah vaksinasi, dan meringankan sakit pada otot, sakit kepala, sakit gigi.","Dus, 10 Amplop, 1 Strip @ 10 Kaplet",Paracetamol 500 mg,Hipersensitivitas. Pasien dengan gangguan ginjal atau gangguan hati yang berat.,Berlico Mulia Farma,BPOM: DBL9710801404A1,Hati-hati penggunaannya pada pasien dengan gangguan hati dan/atau gangguan ginjal.,"ITAMOL merupakan obat yang mengandung Paracetamol Obat ini digunakan untuk menurunkan demam, demam setelah vaksinasi, dan meringankan sakit pada otot, sakit kepala, sakit gigi Paracetamol bekerja sebagai pereda demam (antipiretik) sekaligus mengurangi rasa nyeri (analgetik)"
Itamol Forte 650 mg 10 Kaplet,"Rp9,800",Sebelum atau sesudah makan,"Anak-anak 6-12 tahun: 3 - 4 kali sehari, 0.5 kaplet. Dewasa: 3 - 4 kali sehari 1 kaplet. Atau menurut petunjuk dokter.","Pemakaian obat umumnya memiliki efek samping tertentu dan sesuai dengan masing-masing individu. Jika terjadi efek samping yang berlebih dan berbahaya, harap konsultasikan kepada tenaga medis. Efek samping yang mungkin terjadi dalam penggunaan obat adalah: - Penggunaan jangka lama dan dosis besar dapat menyebabkan kerusakan hati. - Reaksi hipersensitivitas.",Obat Bebas (Hijau),"Untuk menurunkan demam, demam setelah vaksinasi, dan meringankan rasa sakit pada otot, sakit kepala, sakit gigi dan nyeri haid.","Dus, 10 Amplop, 1 Strip @ 10 Kaplet",Paracetamol 650 mg,Hipersenstivitas. Gangguan hati yang parah.,Berlico Mulia Farma,BPOM: DBL0110801404B2,Pasien dengan gangguan hati yang berat.,"ITAMOL FORTE merupakan obat yang mengandung Paracetamol Paracetamol memiliki efek analgesik (pereda nyeri), antipiretik (penurun demam), dan efek anti-inflamasi yang lemah Obat ini digunakan untuk menurunkan demam, demam setelah vaksinasi, dan meringankan rasa sakit pada otot, sakit kepala, sakit gigi dan nyeri haid Parasetamol bekerja dengan menghambat cyclooxygenase"
Kaflam 25 mg 10 Tablet,Rp23.400 - Rp29.300,Sesudah makan,"PENGGUNAAN OBAT INI HARUS SESUAI DENGAN PETUNJUK DOKTER. Dewasa dan Anak diatas 14 tahun: 25 mg atau 50 mg, 2 sampai 3 kali per hari.","Sakit kepala, pusing, vertigo, ruam, ulkus peptikum, perdarahan lambung, hepatitis.",Obat Keras (Merah),"Meredakan nyeri dan mengurangi inflamasi pada pasien Rematoid Atritis akut dan kronis, nyeri pada tulang, spondilitis ankilosa. Meredakan nyeri ringan sampai sedang pada saat dismenore atau pasca operasi. Meredakan nyeri gigi ringan hingga sedang.","Dus, 3 Blister @ 10 Tablet Salut Selaput",Kalium Diklofenak 25 Mg,"hipersensitif, operasi by pass jantung, tukak lambung",Dankos Farma,BPOM: DKL9504413117A1,"HARUS DENGAN RESEP DOKTER. Memiliki riwayat penyakit atau faktor resiko gangguan kardiovaskular, hipertensi, retensi cairan, gagal jantung. Memiliki riwayat penyakit tukak lambung/usus, penyakit Crohn, gangguan fungsi hati, gangguan fungsi ginjal, asma, lansia, anak-anak, ibu hamil dan menyusui. Hipersensitif terhadap diklofenak. Kategori Kehamilan : C","KAFLAM 25 MG 10 TABLET adalah obat yang digunakan sebagai pereda nyeri, mengurangi gangguan inflamasi (radang), dismenore, nyeri ringan sampai sedang pasca operasi khususnya ketika pasien juga mengalami peradangan"
Lanamol 500 mg 10 Kaplet,"Rp5,600",Dikonsumsi sebelum atau sesudah makan.,"Dewasa dan anak usia lebih dari 12 tahun : 1 - 2 kaplet, 3-4 kali sehari (Maksimum 8 kaplet dalam 24 jam). Anak-anak usia 6-11 tahun : 1/2 - 1 kaplet, 3-4 kali sehari (maksimum 4 kaplet dalam 24 jam). Tidak dianjurkan penggunaan pada anak kurang dari 6 tahun. Minimum interval penggunaan dosis adalah 4 jam. Jangan melebihi dosis yang dianjurkan, atau menurut aturan dokter.","Pemakaian obat umumnya memiliki efek samping tertentu dan sesuai dengan masing-masing individu. Jika terjadi efek samping yang berlebih dan berbahaya, harap konsultasikan kepada tenaga medis. Efek samping yang mungkin terjadi dalam penggunaan obat adalah: Penggunaan jangka panjang dan dosis besar dapat menyebabkan kerusakan hati. Efek samping lain yaitu reaksi hipersensitifitas seperti kemerahan atau gatal pada kulit, kulit terkelupas",,,,,,,,,"LANAMOL 500 MG KAPLET merupakan obat dengan kandungan Paracetamol 500 mg Obat ini dapat digunakan untuk meredakan sakit kepala, sakit gigi, sakit pada otot, nyeri yang mengganggu dan menurunkan demam yang menyertai flu/influensa dan demam sesudah vaksinasi Panadol bekerja pada pusat pengatur suhu di hipotalamus untuk menurunkan suhu tubuh (antipiretik) serta menghambat sintesis prostaglandin sehingga dapat mengurangi nyeri ringan sampai sedang"
Maganol 500 mg 12 Kaplet,"Rp7,600",Obat dapat diminum sebelum atau sesudah makan,"Dewasa: 1-2 kaplet, 3-4 kali per hari. Penggunaan maximum 8 kaplet per hari. Anak 7-12 tahun: 0.5 - 1 kaplet, 3-4 kali per hari. Penggunaan maximum 4 kaplet per hari.","Reaksi hematologi, reaksi kulit, dan reaksi alergi lainnya, kerusakan hati pada penggunaan jangka lama dan overdosis.",Obat Bebas (Hijau),"Meredakan sakit kepala, sakit gigi, nyeri otot, menurunkan demam yang menyertai flu & paska vaksinasi","Dus, 10 Strip X 12 Tablet",Paracetamol 500 mg,Parasetamol jangan diberikan kepada penderita hipersensitif/alergi terhadap Paracetamol.Penderita gangguan fungsi hati berat.,Guardian Pharmatama,BPOM: DBL9608006604A1,"Pasien dengan gagal ginjal, gangguan fungsi hati","MAGANOL 500 MG 12 KAPLET mengandung zat aktif Paracetamol Obat ini digunakan untuk mengatasi demam dan sebagai perda nyeri seperti sakit kepala, sakit gigi dan nyeri ringan lainnya"
Mefentan 500 mg 10 Tablet,"Rp4,600",Tablet diminum pada saat makan atau sesudah makan.,"PENGGUNAAN OBAT INI HARUS SESUAI DENGAN PETUNJUK DOKTER. Dewasa dan anak diatas 12 tahun: 1 kaplet, 3 kali per hari","Gangguan saluran pencernaan, perdarahan peptik, agranulositosis, anemia hemolitikum.",Obat Keras (Merah),"Meredakan nyeri ringan hingga sedang pada sakit kepala, sakit gigi, nyeri haid primer, nyeri reumatik, nyeri otot, dan nyeri paska operasi","Dus, 10 Strip @ 10 Kaplet",Asam Mefenamat 500 mg,"Ulserasi lambung-usus, peyakit ginjal, hipersensitifitas.",Kalbe Farma,BPOM: DKL9111614404A1,"Obat Wajib Apotek, Obat ini dapat dibeli dan diserahkan apoteker tanpa resep dengan maksimum 2 Strip. Pembelian melebihi batas ini WAJIB RESEP DOKTER. Pasien dengan gangguan atau faktor resiko kardiovaskular, riwayat peptic ulser atau perdarahan GI, gangguan hati dan ginjal, ibu hamil dan menyusui.","MEFENTAN 500 MG merupakan obat dengan kandungan Asam Mefenamat yang berfungsi sebagai anti nyeri pada tingkat ringan hingga sedang Obat ini sering digunakan untuk meredakan nyeri pada otot dan sendi, nyeri haid, sakit kepala, sakit gigi, serta nyeri paska operasi"
Mefix 500 mg 10 Kaplet,Rp10.800 - Rp18.000,diberikan sesudah makan,"PENGGUNAAN OBAT INI HARUS SESUAI DENGAN PETUNJUK DOKTER. Dewasa dosis Awal 500 mg, dilanjutkan 250 mg tiap 6 jam, bila perlu.","Gangguan saluran pencernaan, mengantuk, hipersensitifitas, diare",Obat Keras (Merah),"Meredakan nyeri ringan hingga sedang pada sakit kepala, sakit gigi, nyeri haid primer, nyeri reumatik, nyeri otot, dan nyeri paska operasi","Dus, 10 Strip X 10 Tablet",Asam Mefenamat 500 mg,Pada ibu hamil dan menyusui.,Meprofarm,BPOM: DKL8715606210A1,"Obat Wajib Apotek, Obat ini dapat dibeli dan diserahkan apoteker tanpa resep dengan maksimum 2 Strip. Pembelian melebihi batas ini WAJIB RESEP DOKTER. Pasien dengan gangguan atau faktor resiko kardiovaskular, riwayat peptic ulser atau perdarahan GI, gangguan hati dan ginjal, ibu hamil dan menyusui.","MEFIX merupakan obat dengan kandungan Asam Mefenamat yang berfungsi sebagai anti nyeri pada tingkat ringan hingga sedang Obat ini sering digunakan untuk meredakan sakit kepala, serta nyeri pada otot dan sendi"
Molasic 500 mg 10 Kaplet,Rp5.300 - Rp5.700,Sesudah makan,,,Obat Keras (Merah),"Meringankan nyeri ringan sampai sedang sehubungan dengan sakit kepala, sakit gigi, dismenore primer, termasuk nyeri karena trauma, nyeri otot, dan nyeri sesudah operasi.","Dus, 10 strip @ 10 tablet",Asam mefenamat 500 mg,,Molex Ayus Pharmaceutical,BPOM: DKL9630903909A1,"Obat Wajib Apotek, Obat ini dapat dibeli dan diserahkan apoteker tanpa resep dengan maksimum 2 Strip. Pembelian melebihi batas ini WAJIB RESEP DOKTER.","MOLASIC 500 MG KAPLET mengandung zat aktif asam mefenamat yang berguna untuk meringankan nyeri ringan sampai sedang sehubungan dengan sakit kepala, sakit gigi, dismenore primer, termasuk nyeri karena trauma, nyeri otot, dan nyeri sesudah operasi"
Novagesic 500 mg 10 Kaplet,Rp3.200 - Rp5.900,Sesudah makan,Dewasa atau anak > 12 tahun : 3 - 4 x sehari 1 caplet. Anak 5 - 12 tahun : 3 - 4 x sehari 1/2 caplet.,"Kulit memerah, Sesak napas, Fitur wajah bengkak,",Obat Bebas (Hijau),"Membantu meredakan sakit kepala, sakit gigi dan nyeri ringan serta demam",Kaplet 500 mg x 10 x 10,Parasetamol 500 mg,"Hipersensitivitas, kerusakan hati",Novapharin,BPOM: DBL0334001704A2,"Jangan mengambil parasetamol jika Anda mengkonsumsi minuman beralkohol setiap hari, Hati-hati penggunaannya pada pasien dengan malnutrisi kronis","NOVAGESIC 500 MG 10 KAPLET mengandung zat aktif Paracetamol Obat ini digunakan untuk mengatasi demam dan sebagai perda nyeri seperti sakit kepala, sakit gigi dan nyeri ringan lainnya"
Pamol 500 mg 4 Tablet,Rp4.400 - Rp5.000,Obat dapat diminum sebelum atau sesudah makan,"Dewasa: 1-2 kaplet, 3-4 kali per hari. Penggunaan maximum 8 kaplet per hari. Anak 7-12 tahun: 0.5 - 1 kaplet, 3-4 kali per hari. Penggunaan maximum 4 kaplet per hari.","Kerusakan hati karena penggunaan dalam waktu lama, reaksi hipersensitivitas",Obat Bebas (Hijau),"Meredakan sakit kepala, sakit gigi, nyeri otot, menurunkan demam yang menyertai flu & paska vaksinasi","Dus, 25 Catch Cover @ 4 Tablet",Paracetamol 500 mg,Parasetamol jangan diberikan kepada penderita hipersensitif/alergi terhadap Paracetamol.Penderita gangguan fungsi hati berat.,Interbat,BPOM: DBL9117606810A1,"Pasien dengan gagal ginjal, gangguan fungsi hati","PAMOL 500 MG TABLET mengandung zat aktif Paracetamol Obat ini digunakan untuk mengatasi demam dan sebagai perda nyeri seperti sakit kepala, sakit gigi dan nyeri ringan lainnya pada bayi dan anak-anak"
Ponsamic 500 mg 10 Tablet,Rp15.600 - Rp20.800,diberikan sesudah makan,"PENGGUNAAN OBAT INI HARUS SESUAI DENGAN PETUNJUK DOKTER. Dewasa dosis Awal 500 mg, dilanjutkan 250 mg tiap 6 jam, bila perlu.",-,Obat Keras (Merah),"Meredakan nyeri ringan hingga sedang pada sakit kepala, sakit gigi, nyeri haid primer, nyeri reumatik, nyeri otot, dan nyeri paska operasi","Dus, 10 Strip X 10 Tablet",Asam Mefenamat 500 mg,-,Guardian Pharmatama,BPOM: DKL9808010217A1,"Obat Wajib Apotek, Obat ini dapat dibeli dan diserahkan apoteker tanpa resep dengan maksimum 2 Strip. Pembelian melebihi batas ini WAJIB RESEP DOKTER. Pasien dengan gangguan atau faktor resiko kardiovaskular, riwayat peptic ulser atau perdarahan GI, gangguan hati dan ginjal, ibu hamil dan menyusui.","PONSAMIC merupakan obat dengan kandungan Asam Mefenamat yang berfungsi sebagai anti nyeri pada tingkat ringan hingga sedang Obat ini sering digunakan untuk meredakan sakit kepala, sakit gigi, nyeri haid, nyeri otot, serta nyeri paska operasi dan melahirkan"
Ponstelax 500 mg 10 Tablet,Rp6.500 - Rp10.900,diberikan sesudah makan,"PENGGUNAAN OBAT INI HARUS SESUAI DENGAN PETUNJUK DOKTER. Dewasa dosis Awal 500 mg, dilanjutkan 250 mg tiap 6 jam, bila perlu.","gangguan dan perdarahan GI, tukak peptik, sakit kepala, mengantuk, pusing, gugup, gangguan penglihatan, ruam kulit, diskrasia darah, nefropati",Obat Keras (Merah),"Meredakan nyeri ringan hingga sedang pada sakit kepala, sakit gigi, nyeri haid primer, nyeri reumatik, nyeri otot, dan nyeri paska operasi","Dus, 10 Strip @ 10 Tablet",Asam Mefenamat 500 mg,"tukak peptik, gangguan hati, ginjal",Combiphar,BPOM: DKL8304104909A1,"Obat Wajib Apotek, Obat ini dapat dibeli dan diserahkan apoteker tanpa resep dengan maksimum 2 Strip. Pembelian melebihi batas ini WAJIB RESEP DOKTER. Pasien dengan gangguan atau faktor resiko kardiovaskular, riwayat peptic ulser atau perdarahan GI, gangguan hati dan ginjal, ibu hamil dan menyusui. Kategori Kehamilan : C, D pada kehamilan trisemester 3 waktu saat akan persalinan","PONSTELAX merupakan obat dengan kandungan Asam Mefenamat yang berfungsi sebagai anti nyeri pada tingkat ringan hingga sedang Obat ini sering digunakan untuk meredakan sakit kepala, sakit gigi, nyeri haid, nyeri pada otot dan sendi, serta nyeri paska operasi"
Primadol 10 Kaplet,"Rp17,800",Obat dapat diminum sebelum atau sesudah makan,"PENGGUNAAN OBAT INI HARUS SESUAI DENGAN PETUNJUK DOKTER. Dewasa: 1-2 kaplet, 3-4 kali per hari. Penggunaan maximum 8 kaplet per hari. Anak 7-12 tahun: 0.5 - 1 kaplet, 3-4 kali per hari. Penggunaan maximum 4 kaplet per hari.","Hematologikal, reaksi kulit, reaksi alergi",Obat Keras (Merah),"Meredakan sakit kepala, sakit gigi, nyeri otot, menurunkan demam yang menyertai flu & paska vaksinasi","Dus, 10 Strip @ 10 Tablet","Paracetamol 500 mg, Metoclopramide HCl 5 mg",Parasetamol jangan diberikan kepada penderita hipersensitif/alergi terhadap Paracetamol.Penderita gangguan fungsi hati berat.,Soho Industri Pharmasi,BPOM: DKL8324201004A2,"HARUS DENGAN RESEP DOKTER. Pasien dengan gagal ginjal, gangguan fungsi hati","PRIMADOL merupakan obat yang digunakan sebagai penurun demam,mengobati migren dan pereda nyeri seperti sakit kepala, sakit gigi dan nyeri ringan lainnya Primadol mengandung paracetamol dan metoclopramide Paracetamol obat yang di gunakan sebagai analgesik dan antipiretik Cara kerja paracetamol yang diketahui sekarang adalah dengan cara menghambat kerja enzim cyclooxygenase (COX) Metoclopramide dalah obat golongan dopamin respetor antagonis, yang digunakan untuk mengobati mual dan muntah, untuk membantu pengosongan lambung pada orang dengan pengosongan lambung yang lambat karena diabetes atau akan menjalani operasi, dan untuk membantu mengobati gastroesophageal reflux disease Metoclopramide juga bisa digunakan untuk mengobati sakit kepala karena migrain"
Pyrex Enema 125 mg/2.5 ml,Rp10.700 - Rp14.000,Obat dalam rectal tube dimasukkan kedalam anus.,"Saat tidak memungkinkan pemberian melalui oral: - Dewasa : 500 mg-1 g. Maksimum 4 g sehari. - Anak-anak : 1-6 tahun: 125 mg, Maksimum 750 mg/hari - Anak-anak : 7-12 tahun: 250 mg. Maksimum 1 g/hari",,Obat Bebas (Hijau),Obat ini digunakan untuk meredakan rasa nyeri ringan sampai sedang dan menurunkan demam.,"Dus, 5 Alubag @ 1 Rectal Tube @ 2.5 ml",Per Enema 2.5 mL : Paracetamol 125 mg,,Novell Pharmaceutical Laboratories,BPOM: DBL0233504837A1,,"Pyrex Enema mengandung Paracetamol 125 mg yang di gunakan sebagai penurun demam dan pereda nyeri seperti sakit kepala, sakit gigi dan nyeri ringan Obat ini dikemas dalam bentuk enema yaitu prosedur pemasukan cairan obat ke dalam kolon melalui anus, untuk anak atau pasien yang kesulitan untuk menelan obat Paracetamol bekerja pada pusat pengatur suhu di hipotalamus untuk menurunkan suhu tubuh (antipiretik) serta menghambat sintesis prostaglandin sehingga dapat mengurangi nyeri ringan sampai sedang (analgesik)"
Raven Sirup 10 ml 2 Sachet,Rp4.200 - Rp5.700,Dikonsumsi sesudah makan,Dewasa: 1 pasang sachet (10 ml suspensi Ibuprofen dan 10 ml sirup Paracetamol) 3-4 kali sehari,,Obat Bebas Terbatas (Biru),"Membantu mengurangi nyeri, sakit gigi, nyeri otot dan menurunkan demam","Dus, 10 Pasang sachet, Tiap pasang sachet @ 10 ml","Ibuprofen 20 mg, Paracetamol 32.5 mg",,Novell Pharmaceutical Laboratories,BPOM: DTL1233527561A1,Simpan pada suhu di bawah 30 derajat C dan terlindungi dari cahaya,"RAVEN SIRUP merupakan obat yang mengandung ibuprofen dan paracetamol yang dapat membantu mengurangi rasa nyeri, sakit gigi, nyeri otot, sakit kepala dan menurunkan demam"
Rodemol 500 mg 10 Kaplet,"Rp9,200",Dikonsumsi sebelum atau sesudah makan.,"Dewasa : 1 - 2 kaplet, 3 - 4 kali sehari. Anak-anak usia 6-12 tahun : 0.5 - 1 kaplet, 3 - 4 kali sehari. atau sesuai petunjuk dokter.",Penggunaan jangka lama dan dosis besar dapat menyebabkan kerusakan hati. Reaksi hipersensitifitas.,Obat Bebas (Hijau),"Obat ini dapat digunakan untuk meredakan sakit kepala, sakit gigi, sakit pada otot, nyeri yang mengganggu dan menurunkan demam yang menyertai flu/influensa serta demam sesudah vaksinasi.","Dus, 10 Blister @ 10 Kaplet",Paracetamol 500 mg,Penderita gangguan fungsi hati yang berat. Penderita hipersensitif terhadap obat ini.,Faratu,BPOM: DBL1421102604A1,"Hati-hati penggunaan obat ini pada penderita penyakit ginjal. Jika setelah 2 hari demam tidak menurun atau setelah 5 hari nyeri tidak menghilang, segera hubungi dokter atau Unit Pelayanan Kesehatan. Penggunaan obat ini pada penderita yang mengonsumsi alkohol dapat meningkatkan resiko kerusakan fungsi hati.",Rodemol merupakan obat dengan kandungan paracetamol Obat ini digunakan untuk meringankan sakit kepala dan menurunkan demam Paracetamol memiliki efek analgesik (anti nyeri) dan antipiretik (pereda demam) Obat ini bekerja dengan meningkatkan ambang rangsang rasa sakit dan diduga bekerja langsung pada pusat pengaturan panas di hipotalamus
